"t","x","y","d","behind","out"
2.61402396657428,-90.7185453582247,270.20284687418,44.4720067232107,0,0
3.99117663779007,196.421572420583,233.262708770188,69.1840660423526,1,0
5.62125349172902,109.370849897569,245.581612828232,29.1379580960613,0,1
5.79394538192401,102.455643352467,192.532068500264,76.0403050401064,0,1
3.86891708673355,-149.174802231828,249.064195437152,21.1608323729102,0,1
5.68493354753476,113.43644488867,273.911967545111,23.3279415851056,1,1
4.74530285321867,-120.897864369963,78.29677156473,62.112272127576,1,1
5.21936598362262,-23.0404568806253,395.287121926111,76.8235959421362,1,1
5.28365030722987,113.613159003926,315.973618667754,57.5479377209033,1,1
4.66035235140791,0.375343410719856,403.283035855324,81.2839024686556,1,1
5.0815840116041,174.565913937054,273.937081125974,42.8056610113654,1,1
3.33255886390326,-116.536354828022,257.66486863642,19.5840874562381,0,1
5.51262214742602,73.8191345364686,298.549731975963,69.9788127694456,1,1
3.51865301061576,27.1362736518392,323.346682429747,27.169668773728,1,1
4.04788443313822,-60.4779043838093,199.251934443002,62.367061510448,1,1
5.60686091846017,-50.6998957191657,373.438257424741,72.2244678265491,1,1
4.91735866335711,40.1488476076972,283.754311417384,55.4496407507256,0,1
4.58352937764582,-145.275703932523,267.526848311462,10.8303114778337,1,1
6.34975622084577,-28.4247131974183,314.383821667396,29.4273765862592,0,1
4.09739812865143,-144.672266373192,302.758015512357,39.3753606833508,1,1
5.61651060501878,134.450834011309,207.592087713461,54.3767590221643,0,1
5.42849463084005,-156.804845221034,253.123543908684,24.7962286923913,1,1
5.64444359307761,-107.066345587015,239.657003842504,37.3500524301402,0,1
4.74349838526021,18.4406678157732,329.863675509986,20.0473345364925,1,1
2.73536620588903,-85.7200255524024,268.170161454971,49.2473819899079,0,0
2.3405388774464,-141.580717054273,179.001287131256,85.8936187033912,0,0
5.38987785230551,-116.37697563687,304.954205809017,44.3500264121849,1,1
6.20621351634296,-51.9107645169993,360.157846936878,64.4263048420251,1,1
6.0286945593027,-101.45458396765,231.815373085934,46.8122392453347,0,1
1.89500897096221,79.6768457506919,183.903008156197,62.6360270821429,1,0
5.28978800712947,-137.377329208527,323.652993619938,59.0775068479676,1,1
6.20750271870001,-41.1798511399551,391.138883982688,80.4733832908773,1,1
5.02664535419964,-119.590724280953,320.967776116519,58.3651045378188,1,1
4.12492287198914,52.6355603252265,128.293964786368,27.3781384446961,0,1
3.10078460151608,158.797569895859,232.916209258288,38.5360555516258,0,1
3.36323964164836,180.397232687989,251.344356702876,48.1129613551741,1,0
5.20716217679678,55.6616342421713,136.140361762482,26.3450965334437,0,1
2.75526540687154,55.6333209988382,258.943072480038,77.8951246843511,0,0
5.70808922913268,113.803558992733,193.954086285211,70.7924657154675,0,1
5.72752371832143,163.6174353754,144.397082454276,114.259530883612,1,0
4.3602215879021,82.322116242232,162.525888242285,54.5242354950998,1,1
5.13679676530527,-182.103962722356,171.044334017382,104.843497889141,0,0
3.86089683165659,-35.8231160355749,387.223189806205,74.4134405265242,1,0
5.17261212538606,43.2582226777421,391.246006689743,81.6473102540011,1,1
3.312418740293,72.1013775060091,322.486466100574,72.103018574336,1,0
5.28464563918305,-23.3711657005868,349.011260444316,35.7186166724718,1,1
6.45305099816806,-30.5514757756337,257.423589179715,71.4388235240429,0,1
2.33374175724801,-92.7451043954719,206.645970769911,71.6528288465427,0,0
4.93986401996648,-23.7271153808759,380.693092316374,63.3076226844431,1,1
2.29636886644951,-53.5826331018847,198.322616278037,58.7874517659298,1,0
5.96543080354872,-87.5495556190516,249.378360198362,49.6890193743697,0,1
6.32811383180954,140.32774922742,233.029978666023,29.7317146974494,0,1
1.73124378840407,-34.6439933554526,166.225595879001,23.0494009664754,1,0
6.02179529643944,-23.959293266926,137.262974021587,10.8908390954568,0,1
5.08551917412377,-144.328884895294,307.376451071323,43.7869617094989,1,1
2.26984706657001,-63.207407365798,228.86650207824,80.0640750342954,0,0
7.01857632836851,48.5197647025488,248.170585551035,86.0621312072716,0,1
4.7778298072627,-78.8961411089356,222.480264269768,70.0450966860044,0,1
2.70006050626988,-19.1012755550493,273.148240437205,52.4533425075183,0,0
6.55334897652579,97.0745279818269,154.592483598867,67.0281404705731,1,1
4.48370673659677,-76.9983476244472,318.857018751733,77.0624673107614,1,1
2.96839057162628,31.8366029230276,278.279087135122,54.0840781322632,0,0
3.76250036468537,131.68847799495,198.931623105136,63.0535495801423,0,0
2.69456088608899,37.3347909730574,272.977993888825,61.6201566061464,0,0
1.76106802545327,-37.1882491578926,155.944278474099,13.3646119750419,1,0
5.99522324433876,162.741524142993,242.180598612172,35.3277064768526,0,1
1.70039342504195,108.943589299784,155.788976324503,78.9463609246888,1,0
5.59658855997535,132.780413322792,233.307695600094,28.6606014802596,0,1
4.98389245295693,132.51060160198,339.650506070604,77.6964296399308,1,1
3.59780937464053,37.7506028346223,214.357958137952,69.9372056472385,1,0
2.37341607132591,-141.737299427553,225.641075018726,39.594305279784,0,0
3.97954605608551,195.966136935333,266.430556386548,62.6558297865824,1,1
5.39066543280865,-102.698657497789,202.413920339139,70.0278977708954,0,1
3.84461834598554,142.471530684429,298.012632845655,37.1593849487088,1,1
4.75630932458033,-138.759138481473,308.958863206421,44.5017725445909,1,1
3.44981278609081,51.1286184218678,298.153678249157,56.4161562211898,0,0
4.24533931573256,70.7044847701813,340.099979608575,72.9844738862153,1,0
5.64625553978782,34.8285880231372,99.55568996568,28.2644856622584,0,1
5.58266329327729,-80.3747619127862,109.381484374258,19.2629083613383,1,1
3.27423899417327,-34.3550725021859,343.286906205716,40.4153854669409,1,0
6.54838156858332,-85.8059949240534,233.416867959241,58.1256678721358,0,1
1.96733508055064,34.7428961870876,147.520883810095,4.83231475071894,1,1
1.99195073971928,142.563354010294,189.934444806138,72.5973118520277,0,0
4.79142332722461,-98.1795379489451,399.636180785568,125.166282356063,1,0
4.51537491883973,-62.5297722568173,256.098254024123,72.8118103446675,0,0
5.91598146627787,-18.5272279967632,342.092031225949,27.3303475284992,1,1
5.49181692302144,-93.4398888398149,284.861323469094,46.0790153257074,1,1
4.0192239200941,-124.381539366573,267.667971995277,10.8907608854954,0,1
4.89371276679012,-142.303345141245,297.231430271092,33.4448019342053,1,1
4.42083064507602,-131.232205623309,267.922741922986,4.8844989134886,1,1
1.72487373288577,137.5908664149,147.022498386889,93.4273840630082,1,0
2.12670867337645,45.5249698483176,117.407877437648,30.3031738190761,1,0
6.12499326730207,-22.3034434892523,396.573556836295,77.8373880002042,1,1
2.22902546050205,30.3444226011453,259.468431952714,69.5052586891756,0,0
6.13598111437964,43.3444408199337,375.992832603226,69.238475737936,1,1
2.05824482174614,-144.546935651925,179.632867609484,85.5496178504703,0,0
5.06393349111628,152.305993480837,225.835779807222,40.7400777484099,0,1
3.25823632045007,51.6115009188743,317.910244603106,51.7732858364754,1,0
3.30811774655201,159.975326260507,297.880036787383,44.6405797787496,1,1
1.75120035443454,98.5284387160865,171.766048450552,72.9382797246151,1,0
2.44727606091586,-139.99562016174,199.493150371274,65.340566257168,0,0
6.33894305738276,-80.1826025713297,297.9329306785,64.0040333530052,1,1
2.44548864511519,149.275120246185,160.949724897897,102.239314855876,0,0
6.45504717264619,-18.605238418614,110.749404394061,35.5558492870428,0,1
5.96708834407354,-96.4268754899161,326.099996095445,72.4853678655302,1,1
2.48277654971028,9.49114506648343,303.335981229082,20.938658776393,0,0
6.42897411724855,-85.0771555434264,255.938411475769,50.5161795812359,0,1
